Refer to https://github.com/lutherastrophysics/new_ref_file for more info
Star Data Extractor Tool
    Images: m23_3.5_071.fit (2003) and m23_7.0_2022-06-19_0028.fit
    Stars Found: 2508 (good stars) in 2003 img + 1246 in 2022
    Radius of star diaphragm:
    Sky annulus inner radius:
    Sky annulus outer radius:
    Threshold factor: High =
         X	         Y	     Sigma	      FWHM	   Sky ADU	  Star ADU
    463.56	    721.90	      2.22	      5.23	    722.80	   1915.70
    322.07	    177.09	      1.70	      4.00	    721.40	   1914.00
    646.76	    257.87	      1.38	      3.25	    720.80	   1913.00
    777.81	    664.66	      1.37	      3.21	    719.10	   1911.40
    312.09	    902.44	      2.88	      6.78	    710.40	   1911.30
    251.40	    616.03	      1.67	      3.92	    728.30	   1909.30
    329.61	    837.95	      2.37	      5.57	    715.80	   1909.20
    539.58	    363.61	      2.36	      5.54	    730.60	   1906.60
    313.33	    589.91	      1.69	      3.97	    729.90	   1904.70
    312.09	    902.43	      2.92	      6.85	    710.50	   1903.90
    297.42	    845.30	      2.05	      4.81	    710.10	   1901.80
    421.10	    759.91	      1.99	      4.67	    719.40	   1901.60
    879.93	    123.99	      1.38	      3.24	    701.10	   1900.50
    235.95	    426.33	      2.77	      6.50	    739.00	   1900.10
     25.91	    386.56	      1.91	      4.49	    718.20	   1899.10
    290.01	    375.53	      1.78	      4.18	    740.00	   1897.70
    632.77	    366.60	      1.92	      4.51	    724.90	   1897.30
    463.73	    721.75	      2.28	      5.36	    722.50	   1897.20
     94.50	    746.10	      2.06	      4.83	    708.60	   1896.70
    198.88	    827.19	      2.28	      5.35	    712.30	   1896.20
    421.10	    759.91	      1.98	      4.66	    719.50	   1896.20
    543.01	    810.22	      1.75	      4.11	    717.70	   1894.80
    584.09	    116.32	      1.51	      3.56	    718.50	   1890.80
    433.32	    219.96	      1.32	      3.10	    732.40	   1889.10
    321.95	    177.18	      1.69	      3.96	    721.60	   1888.80
    224.10	    819.92	      2.14	      5.02	    705.80	   1886.70
    281.06	    422.99	      1.71	      4.02	    744.70	   1884.70
    650.01	    585.90	      1.44	      3.37	    725.60	   1883.20
    290.01	    375.40	      1.77	      4.17	    740.20	   1878.90
    665.00	    208.76	      1.46	      3.43	    722.30	   1878.40
    210.09	    915.84	      1.87	      4.39	    705.90	   1877.70
    646.96	    257.90	      1.37	      3.22	    721.10	   1877.70
    713.46	   1009.46	      2.47	      5.79	    696.00	   1876.70
    619.48	    460.88	      1.41	      3.33	    739.00	   1876.30
    119.50	    780.82	      2.03	      4.77	    709.30	   1870.10
    224.10	    819.92	      2.14	      5.02	    705.80	   1869.40
    490.96	    866.52	      1.96	      4.61	    721.50	   1867.30
    796.05	    429.92	      1.45	      3.41	    716.30	   1864.70
    104.35	    512.95	      2.20	      5.17	    713.50	   1862.40
    795.23	    982.71	      1.80	      4.22	    695.50	   1861.10
    104.35	    512.95	      2.20	      5.17	    713.50	   1860.40
    822.27	    298.06	      1.44	      3.39	    712.20	   1860.00
    872.46	    274.52	      1.44	      3.38	    706.40	   1853.70
    283.09	    185.41	      1.98	      4.66	    719.20	   1852.50
    299.02	    931.64	      2.62	      6.16	    705.10	   1848.50
    974.98	    391.01	      1.30	      3.07	    704.70	   1844.50
    557.50	    487.58	      2.23	      5.24	    749.40	   1844.20
    337.90	    238.32	      1.76	      4.14	    724.90	   1840.70
    593.00	    895.21	      1.61	      3.78	    710.60	   1840.60
    474.98	    354.04	      1.56	      3.66	    732.00	   1837.50
     80.07	    543.52	      1.89	      4.45	    701.80	   1837.00
     80.07	    622.96	      1.98	      4.66	    708.10	   1836.60
    299.02	    931.63	      2.61	      6.14	    705.30	   1836.50
    359.32	    143.27	      1.99	      4.67	    718.20	   1830.90
    876.31	    515.90	      1.29	      3.02	    707.50	   1830.10
    912.74	     35.87	      1.32	      3.11	    701.60	   1829.20
    863.24	    481.27	      1.47	      3.46	    710.00	   1828.70
    525.97	    306.14	      2.24	      5.26	    722.60	   1820.70
    968.82	    739.13	      1.54	      3.61	    710.70	   1818.20
    412.07	    271.03	      1.42	      3.33	    729.00	   1817.20
    525.97	    306.15	      2.24	      5.25	    722.70	   1816.60
    725.65	    368.32	      1.36	      3.20	    722.80	   1812.50
    283.29	    185.56	      2.05	      4.82	    719.70	   1812.00
    416.09	    966.47	      1.83	      4.30	    707.30	   1809.90
    245.84	   1004.01	      1.89	      4.44	    700.90	   1809.20
    145.42	    350.95	      1.85	      4.35	    721.10	   1809.20
    685.98	    978.41	      1.67	      3.93	    702.90	   1808.60
    695.76	    461.12	      1.65	      3.88	    728.40	   1805.00
    592.99	    894.97	      1.60	      3.77	    710.80	   1804.60
    392.37	    383.25	      1.59	      3.74	    750.20	   1804.60
    832.62	    427.45	      2.37	      5.57	    716.40	   1800.60
    877.99	     81.99	      2.42	      5.69	    698.10	   1798.70
    547.89	    651.83	      2.16	      5.07	    734.60	   1797.20
    653.35	    893.10	      1.68	      3.95	    702.70	   1796.40
    130.52	    240.94	      1.67	      3.93	    723.20	   1792.10
    320.96	    803.91	      2.18	      5.11	    710.50	   1787.70
    283.29	    185.80	      2.08	      4.89	    719.80	   1786.00
    462.36	    367.11	      2.21	      5.19	    730.90	   1784.00
    367.63	    129.58	      1.55	      3.63	    722.70	   1782.70
    265.73	    612.11	      2.09	      4.92	    723.30	   1781.70
    802.91	    802.19	      2.67	      6.28	    704.90	   1780.20
    795.97	    720.69	      1.47	      3.46	    709.00	   1779.70
    814.96	    631.68	      2.20	      5.18	    737.00	   1778.40
    347.24	    659.18	      1.62	      3.81	    726.40	   1777.90
    487.58	    452.87	      1.47	      3.44	    744.40	   1772.10
    376.31	    263.11	      1.63	      3.82	    725.20	   1770.70
    205.02	    607.65	      2.31	      5.42	    719.00	   1769.40
    392.09	     73.73	      1.78	      4.19	    711.30	   1769.10
     16.11	    671.19	      1.64	      3.86	    707.00	   1768.30
    539.49	    363.83	      1.84	      4.33	    730.30	   1768.20
    486.00	    838.00	      2.90	      6.81	    714.50	   1767.10
    832.62	    427.45	      2.33	      5.47	    716.40	   1767.00
    160.10	    660.99	      2.32	      5.46	    716.20	   1766.40
     70.37	     89.11	      2.05	      4.81	    704.90	   1766.40
     16.31	    670.98	      1.69	      3.97	    707.30	   1765.70
    559.73	     17.06	      1.52	      3.56	    707.90	   1765.40
    312.37	    902.19	      3.03	      7.13	    711.50	   1765.30
    176.00	    275.45	      1.88	      4.42	    724.80	   1765.20
    175.02	    685.45	      1.90	      4.45	    714.20	   1761.90
    384.99	    681.35	      2.39	      5.61	    729.20	   1761.40
    548.55	    674.39	      1.58	      3.70	    727.60	   1761.10
     16.31	    670.98	      1.69	      3.97	    707.30	   1759.60
    938.33	    868.13	      1.75	      4.10	    697.30	   1758.80
    471.67	    923.08	      1.95	      4.58	    706.30	   1757.30
     79.76	    174.84	      2.05	      4.82	    709.70	   1756.10
    725.96	    368.36	      1.30	      3.05	    722.70	   1755.00
     71.10	    646.04	      2.23	      5.23	    702.60	   1754.60
    180.13	    866.47	      2.08	      4.88	    701.20	   1754.40
    490.44	    403.85	      1.47	      3.46	    741.30	   1748.80
    650.77	    988.69	      2.00	      4.69	    701.00	   1746.90
    100.53	     99.95	      1.88	      4.41	    713.90	   1746.60
     68.34	    379.09	      2.63	      6.19	    723.20	   1746.50
    199.01	    827.07	      2.26	      5.32	    712.60	   1745.70
    547.77	    651.92	      2.15	      5.06	    734.90	   1745.60
     62.59	    664.53	      3.04	      7.14	    702.90	   1745.00
    328.58	     92.86	      2.89	      6.78	    712.10	   1743.70
    365.50	    259.53	      1.66	      3.91	    728.40	   1736.10
    124.68	    565.42	      1.91	      4.49	    714.70	   1735.90
    585.08	    535.08	      1.31	      3.07	    737.30	   1735.50
     90.06	    630.93	      2.35	      5.53	    704.30	   1735.30
    658.66	     64.97	      1.67	      3.92	    708.70	   1734.30
    486.34	    837.77	      2.84	      6.66	    714.50	   1730.50
    986.56	    939.51	      1.61	      3.78	    686.30	   1729.10
    267.05	     55.57	      1.80	      4.24	    709.60	   1728.50
    271.06	    905.07	      1.79	      4.20	    711.10	   1727.50
    464.31	    693.10	      1.45	      3.41	    725.90	   1726.60
    717.53	    733.42	      1.66	      3.90	    715.70	   1726.20
    384.88	    681.14	      2.45	      5.75	    728.90	   1726.00
    740.43	    978.87	      1.70	      4.00	    699.40	   1723.40
    886.98	    897.00	      1.59	      3.74	    699.30	   1722.50
    524.09	    185.03	      2.69	      6.32	    716.00	   1721.50
    628.05	    584.70	      1.46	      3.42	    729.90	   1720.60
    305.95	    187.65	      1.71	      4.02	    718.20	   1719.20
    628.02	    584.91	      1.49	      3.50	    729.90	   1717.20
    354.50	    535.96	      1.65	      3.88	    732.50	   1716.10
    695.98	    209.60	      2.35	      5.52	    722.20	   1715.80
    397.00	    821.99	      1.77	      4.16	    720.50	   1715.40
    117.24	    139.40	      2.32	      5.44	    716.50	   1711.30
    714.54	    153.92	      1.63	      3.83	    711.00	   1711.00
    659.93	    485.98	      1.45	      3.40	    727.20	   1710.60
    428.73	    102.03	      2.70	      6.34	    710.50	   1710.30
    435.20	    969.36	      2.30	      5.41	    707.80	   1708.60
    282.12	    914.86	      1.95	      4.59	    705.80	   1706.40
    180.53	    420.94	      1.92	      4.51	    725.10	   1704.60
    608.44	    547.96	      2.41	      5.66	    732.40	   1702.80
    918.67	    257.86	      1.32	      3.11	    702.90	   1702.40
    288.09	    865.54	      2.54	      5.96	    710.00	   1700.80
    532.60	    259.92	      1.89	      4.43	    716.90	   1700.40
    898.22	    765.00	      1.47	      3.44	    703.40	   1700.40
    562.91	    989.92	      1.80	      4.23	    705.50	   1697.80
    270.36	    502.14	      1.78	      4.18	    728.90	   1697.50
    963.26	     67.22	      1.79	      4.22	    698.20	   1695.00
    160.53	     20.09	      2.30	      5.40	    700.20	   1689.90
    664.03	     87.76	      1.45	      3.40	    707.60	   1688.00
    279.01	    154.87	      2.44	      5.72	    725.70	   1687.30
    218.09	    507.02	      2.01	      4.72	    730.10	   1682.30
    613.92	    602.97	      1.49	      3.51	    729.60	   1680.90
    271.07	    905.23	      1.74	      4.09	    711.30	   1680.50
    324.09	    901.95	      2.05	      4.83	    712.40	   1678.60
    946.16	    663.74	      1.62	      3.81	    700.70	   1677.40
    516.97	    832.04	      1.72	      4.04	    713.10	   1675.10
    640.68	    255.20	      1.96	      4.60	    719.20	   1671.90
    353.05	    697.98	      1.67	      3.92	    731.00	   1669.10
    408.47	    534.95	      1.81	      4.25	    737.20	   1668.00
    956.16	     88.79	      1.41	      3.32	    696.00	   1667.60
    464.07	    664.91	      1.82	      4.28	    729.80	   1664.90
    125.01	    565.41	      2.05	      4.82	    714.90	   1658.10
    279.24	    154.87	      2.53	      5.93	    725.80	   1655.60
    274.83	    586.19	      2.14	      5.02	    721.10	   1652.00
    684.96	    732.82	      2.53	      5.96	    719.30	   1650.70
    767.98	    580.06	      1.62	      3.81	    717.40	   1650.30
    331.53	    704.45	      1.64	      3.85	    726.20	   1649.10
    522.11	    126.54	      1.96	      4.60	    717.20	   1647.90
    357.07	    615.02	      2.48	      5.83	    727.60	   1642.70
    120.88	    705.76	      1.72	      4.04	    712.20	   1642.10
    522.09	    126.55	      1.95	      4.58	    717.30	   1641.60
    963.36	     67.17	      1.80	      4.23	    698.20	   1640.60
    331.62	    704.21	      1.70	      3.99	    726.10	   1640.20
    139.29	    601.11	      2.62	      6.16	    725.80	   1637.10
    983.77	    947.64	      1.87	      4.39	    688.40	   1633.30
    423.09	    114.14	      1.69	      3.97	    718.40	   1631.00
    555.03	    645.02	      1.47	      3.45	    733.20	   1630.40
    607.90	    847.45	      1.76	      4.14	    712.00	   1629.80
    704.93	    973.53	      2.75	      6.45	    702.40	   1629.70
    690.35	    549.87	      1.32	      3.10	    726.30	   1628.10
    689.82	     70.46	      1.57	      3.69	    706.60	   1627.80
    560.30	    912.89	      2.25	      5.30	    708.80	   1627.60
    704.93	    973.52	      2.74	      6.45	    702.50	   1625.20
   1007.19	    175.71	      2.36	      5.54	    693.20	   1624.60
    919.50	    493.02	      1.38	      3.25	    705.70	   1619.40
    614.36	    213.89	      1.55	      3.63	    730.70	   1617.80
     23.00	    224.30	      2.00	      4.71	    708.20	   1616.30
    286.34	    508.03	      1.75	      4.11	    734.30	   1616.10
    421.52	    652.97	      2.20	      5.18	    730.80	   1614.00
    505.46	     65.31	      1.77	      4.15	    706.40	   1608.40
    421.30	    652.91	      2.15	      5.06	    731.10	   1606.80
    434.18	    406.52	      1.63	      3.83	    744.70	   1605.70
    681.06	    817.94	      1.67	      3.92	    707.20	   1605.30
    760.50	    778.54	      1.72	      4.04	    706.00	   1604.60
    325.03	    780.96	      1.86	      4.36	    713.80	   1604.10
    994.56	    483.01	      1.88	      4.42	    701.70	   1603.60
    295.77	    263.01	      1.65	      3.88	    727.70	   1603.50
    689.52	    374.11	      1.79	      4.20	    723.30	   1603.40
    677.10	    272.45	      1.32	      3.10	    720.80	   1602.30
    942.52	    495.11	      2.08	      4.89	    705.60	   1601.20
    247.49	    243.61	      2.53	      5.95	    731.70	   1600.60
    964.35	    154.16	      1.45	      3.41	    696.70	   1600.40
    942.52	    495.10	      2.08	      4.88	    705.60	   1599.60
    419.71	    406.02	      1.61	      3.79	    750.60	   1599.10
    938.94	    264.98	      1.44	      3.38	    701.40	   1598.20
    997.01	    700.02	      1.57	      3.70	    697.30	   1597.80
    994.40	    483.02	      1.80	      4.24	    701.60	   1597.40
    628.42	    722.08	      1.60	      3.75	    717.00	   1592.40
    137.78	    791.09	      2.20	      5.16	    718.60	   1591.40
    749.02	    144.67	      1.43	      3.36	    710.60	   1590.70
    198.42	    933.93	      1.77	      4.16	    704.20	   1590.30
    269.00	    953.61	      1.93	      4.53	    703.40	   1587.80
    970.00	    683.86	      1.30	      3.05	    701.30	   1584.70
    193.36	    464.25	      1.61	      3.78	    738.00	   1584.30
    302.98	    550.42	      1.64	      3.85	    732.20	   1584.30
   1006.97	    178.00	      1.34	      3.15	    694.40	   1581.40
     14.04	     91.90	      2.09	      4.92	    699.30	   1579.30
    435.95	    371.32	      1.80	      4.23	    734.40	   1578.70
    976.67	    726.11	      1.77	      4.15	    703.30	   1576.10
    731.79	    892.11	      1.97	      4.62	    701.60	   1575.30
    800.71	    789.00	      1.51	      3.55	    706.00	   1575.30
    302.45	    788.56	      1.89	      4.45	    708.70	   1574.00
    594.32	    865.97	      1.56	      3.66	    710.80	   1572.40
     32.04	    814.96	      2.24	      5.27	    693.20	   1571.00
    400.09	    692.04	      1.68	      3.94	    731.70	   1570.80
    815.99	    615.00	      1.64	      3.86	    723.40	   1570.40
    172.98	     23.98	      2.70	      6.34	    700.20	   1567.50
    552.92	    965.27	      2.12	      4.98	    704.60	   1566.80
    752.10	    972.97	      1.69	      3.98	    700.10	   1566.20
    867.02	    988.65	      1.79	      4.21	    689.20	   1565.40
    996.42	    200.51	      1.61	      3.78	    695.20	   1563.50
    310.01	    117.56	      1.76	      4.13	    727.80	   1562.50
    329.96	    963.65	      1.94	      4.57	    708.10	   1558.70
